RUN	Servicios.ObtenerCiudades	obtenerciudades	1569512381723	NA	3.0.2
USER	SmokeTest	496	END	1569512436621	1569512437310
USER	SmokeTest	504	START	1569512437310	1569512437310
REQUEST	498		SmokeTest	1569512436754	1569512437423	OK	 
USER	SmokeTest	498	END	1569512436754	1569512437424
USER	SmokeTest	505	START	1569512437424	1569512437424
REQUEST	494		SmokeTest	1569512436484	1569512437425	OK	 
USER	SmokeTest	494	END	1569512436483	1569512437426
USER	SmokeTest	506	START	1569512437426	1569512437426
REQUEST	493		SmokeTest	1569512436483	1569512437428	OK	 
USER	SmokeTest	493	END	1569512436482	1569512437429
USER	SmokeTest	507	START	1569512437429	1569512437429
REQUEST	497		SmokeTest	1569512436706	1569512437438	OK	 
USER	SmokeTest	497	END	1569512436706	1569512437439
USER	SmokeTest	508	START	1569512437439	1569512437439
REQUEST	499		SmokeTest	1569512436909	1569512437582	OK	 
USER	SmokeTest	499	END	1569512436908	1569512437583
USER	SmokeTest	509	START	1569512437583	1569512437583
REQUEST	500		SmokeTest	1569512436911	1569512437589	OK	 
USER	SmokeTest	500	END	1569512436910	1569512437590
USER	SmokeTest	510	START	1569512437590	1569512437590
REQUEST	501		SmokeTest	1569512436938	1569512437698	OK	 
USER	SmokeTest	501	END	1569512436938	1569512437699
USER	SmokeTest	511	START	1569512437699	1569512437699
REQUEST	502		SmokeTest	1569512437117	1569512437891	OK	 
USER	SmokeTest	502	END	1569512437117	1569512437892
USER	SmokeTest	512	START	1569512437892	1569512437892
REQUEST	504		SmokeTest	1569512437311	1569512438090	OK	 
USER	SmokeTest	504	END	1569512437310	1569512438091
USER	SmokeTest	513	START	1569512438091	1569512438091
REQUEST	503		SmokeTest	1569512437251	1569512438114	OK	 
USER	SmokeTest	503	END	1569512437251	1569512438115
USER	SmokeTest	514	START	1569512438115	1569512438115
REQUEST	505		SmokeTest	1569512437425	1569512438120	OK	 
USER	SmokeTest	505	END	1569512437424	1569512438121
USER	SmokeTest	515	START	1569512438121	1569512438121
REQUEST	506		SmokeTest	1569512437427	1569512438122	OK	 
USER	SmokeTest	506	END	1569512437426	1569512438123
USER	SmokeTest	516	START	1569512438123	1569512438123
REQUEST	507		SmokeTest	1569512437430	1569512438200	OK	 
USER	SmokeTest	507	END	1569512437429	1569512438201
USER	SmokeTest	517	START	1569512438201	1569512438201
REQUEST	508		SmokeTest	1569512437439	1569512438216	OK	 
USER	SmokeTest	508	END	1569512437439	1569512438216
USER	SmokeTest	518	START	1569512438217	1569512438217
REQUEST	509		SmokeTest	1569512437583	1569512438346	OK	 
USER	SmokeTest	509	END	1569512437583	1569512438346
USER	SmokeTest	519	START	1569512438347	1569512438347
REQUEST	510		SmokeTest	1569512437697	1569512438394	OK	 
USER	SmokeTest	510	END	1569512437590	1569512438395
USER	SmokeTest	520	START	1569512438396	1569512438396
REQUEST	511		SmokeTest	1569512437700	1569512438488	OK	 
USER	SmokeTest	511	END	1569512437699	1569512438490
USER	SmokeTest	521	START	1569512438490	1569512438490
REQUEST	512		SmokeTest	1569512437894	1569512438623	OK	 
USER	SmokeTest	512	END	1569512437892	1569512438626
USER	SmokeTest	522	START	1569512438626	1569512438626
REQUEST	513		SmokeTest	1569512438092	1569512438769	OK	 
USER	SmokeTest	513	END	1569512438091	1569512438770
USER	SmokeTest	523	START	1569512438770	1569512438770
REQUEST	516		SmokeTest	1569512438123	1569512438814	OK	 
USER	SmokeTest	516	END	1569512438123	1569512438815
USER	SmokeTest	524	START	1569512438816	1569512438816
REQUEST	514		SmokeTest	1569512438115	1569512438824	OK	 
USER	SmokeTest	514	END	1569512438115	1569512438825
USER	SmokeTest	525	START	1569512438825	1569512438825
REQUEST	515		SmokeTest	1569512438121	1569512438896	OK	 
USER	SmokeTest	515	END	1569512438121	1569512438896
USER	SmokeTest	526	START	1569512438897	1569512438897
REQUEST	518		SmokeTest	1569512438217	1569512438900	OK	 
USER	SmokeTest	518	END	1569512438217	1569512438901
USER	SmokeTest	527	START	1569512438901	1569512438901
REQUEST	517		SmokeTest	1569512438202	1569512438970	OK	 
USER	SmokeTest	517	END	1569512438201	1569512438970
USER	SmokeTest	528	START	1569512438970	1569512438970
REQUEST	519		SmokeTest	1569512438347	1569512439041	OK	 
USER	SmokeTest	519	END	1569512438347	1569512439042
USER	SmokeTest	529	START	1569512439042	1569512439042
REQUEST	520		SmokeTest	1569512438396	1569512439093	OK	 
USER	SmokeTest	520	END	1569512438396	1569512439094
USER	SmokeTest	530	START	1569512439094	1569512439094
REQUEST	522		SmokeTest	1569512438627	1569512439417	OK	 
USER	SmokeTest	522	END	1569512438626	1569512439418
USER	SmokeTest	531	START	1569512439418	1569512439418
REQUEST	524		SmokeTest	1569512438816	1569512439509	OK	 
USER	SmokeTest	524	END	1569512438816	1569512439509
USER	SmokeTest	532	START	1569512439510	1569512439510
REQUEST	521		SmokeTest	1569512438492	1569512439555	OK	 
USER	SmokeTest	521	END	1569512438490	1569512439556
USER	SmokeTest	533	START	1569512439556	1569512439556
REQUEST	523		SmokeTest	1569512438771	1569512439571	OK	 
USER	SmokeTest	523	END	1569512438770	1569512439572
USER	SmokeTest	534	START	1569512439572	1569512439572
REQUEST	525		SmokeTest	1569512438826	1569512439589	OK	 
USER	SmokeTest	525	END	1569512438825	1569512439590
USER	SmokeTest	535	START	1569512439590	1569512439590
REQUEST	526		SmokeTest	1569512438897	1569512439657	OK	 
USER	SmokeTest	526	END	1569512438897	1569512439657
USER	SmokeTest	536	START	1569512439657	1569512439657
REQUEST	527		SmokeTest	1569512438901	1569512439665	OK	 
USER	SmokeTest	527	END	1569512438901	1569512439666
USER	SmokeTest	537	START	1569512439666	1569512439666
REQUEST	529		SmokeTest	1569512439042	1569512439730	OK	 
USER	SmokeTest	529	END	1569512439042	1569512439731
USER	SmokeTest	538	START	1569512439731	1569512439731
REQUEST	528		SmokeTest	1569512438971	1569512439750	OK	 
USER	SmokeTest	528	END	1569512438970	1569512439750
USER	SmokeTest	539	START	1569512439750	1569512439750
REQUEST	530		SmokeTest	1569512439094	1569512439823	OK	 
USER	SmokeTest	530	END	1569512439094	1569512439824
USER	SmokeTest	540	START	1569512439824	1569512439824
REQUEST	531		SmokeTest	1569512439418	1569512440175	OK	 
USER	SmokeTest	531	END	1569512439418	1569512440176
USER	SmokeTest	541	START	1569512440176	1569512440176
REQUEST	533		SmokeTest	1569512439556	1569512440236	OK	 
USER	SmokeTest	533	END	1569512439556	1569512440236
USER	SmokeTest	542	START	1569512440237	1569512440237
REQUEST	532		SmokeTest	1569512439510	1569512440276	OK	 
USER	SmokeTest	532	END	1569512439510	1569512440276
USER	SmokeTest	543	START	1569512440276	1569512440276
REQUEST	536		SmokeTest	1569512439658	1569512440331	OK	 
USER	SmokeTest	536	END	1569512439657	1569512440332
USER	SmokeTest	544	START	1569512440332	1569512440332
REQUEST	534		SmokeTest	1569512439572	1569512440343	OK	 
USER	SmokeTest	534	END	1569512439572	1569512440344
USER	SmokeTest	545	START	1569512440344	1569512440344
REQUEST	538		SmokeTest	1569512439731	1569512440406	OK	 
USER	SmokeTest	538	END	1569512439731	1569512440407
USER	SmokeTest	546	START	1569512440407	1569512440407
REQUEST	537		SmokeTest	1569512439666	1569512440438	OK	 
USER	SmokeTest	537	END	1569512439666	1569512440439
USER	SmokeTest	547	START	1569512440439	1569512440439
REQUEST	539		SmokeTest	1569512439751	1569512440517	OK	 
USER	SmokeTest	539	END	1569512439750	1569512440517
USER	SmokeTest	548	START	1569512440517	1569512440517
REQUEST	540		SmokeTest	1569512439825	1569512440580	OK	 
USER	SmokeTest	540	END	1569512439824	1569512440581
USER	SmokeTest	549	START	1569512440581	1569512440581
REQUEST	535		SmokeTest	1569512439590	1569512440632	OK	 
USER	SmokeTest	535	END	1569512439590	1569512440633
USER	SmokeTest	550	START	1569512440633	1569512440633
REQUEST	541		SmokeTest	1569512440176	1569512440860	OK	 
USER	SmokeTest	541	END	1569512440176	1569512440860
USER	SmokeTest	551	START	1569512440860	1569512440860
REQUEST	542		SmokeTest	1569512440237	1569512440921	OK	 
USER	SmokeTest	542	END	1569512440237	1569512440922
USER	SmokeTest	552	START	1569512440922	1569512440922
REQUEST	545		SmokeTest	1569512440344	1569512441025	OK	 
USER	SmokeTest	545	END	1569512440344	1569512441025
USER	SmokeTest	553	START	1569512441025	1569512441025
REQUEST	543		SmokeTest	1569512440277	1569512441046	OK	 
USER	SmokeTest	543	END	1569512440276	1569512441047
USER	SmokeTest	554	START	1569512441047	1569512441047
REQUEST	546		SmokeTest	1569512440407	1569512441082	OK	 
USER	SmokeTest	546	END	1569512440407	1569512441083
USER	SmokeTest	555	START	1569512441087	1569512441087
REQUEST	544		SmokeTest	1569512440333	1569512441126	OK	 
USER	SmokeTest	544	END	1569512440332	1569512441126
USER	SmokeTest	556	START	1569512441127	1569512441127
REQUEST	547		SmokeTest	1569512440439	1569512441213	OK	 
USER	SmokeTest	547	END	1569512440439	1569512441214
USER	SmokeTest	557	START	1569512441215	1569512441215
REQUEST	549		SmokeTest	1569512440582	1569512441248	OK	 
USER	SmokeTest	549	END	1569512440581	1569512441249
USER	SmokeTest	558	START	1569512441249	1569512441249
REQUEST	548		SmokeTest	1569512440518	1569512441277	OK	 
USER	SmokeTest	548	END	1569512440517	1569512441278
USER	SmokeTest	559	START	1569512441278	1569512441278
REQUEST	550		SmokeTest	1569512440633	1569512441309	OK	 
USER	SmokeTest	550	END	1569512440633	1569512441310
USER	SmokeTest	560	START	1569512441310	1569512441310
REQUEST	552		SmokeTest	1569512440923	1569512441599	OK	 
USER	SmokeTest	552	END	1569512440922	1569512441600
USER	SmokeTest	561	START	1569512441600	1569512441600
REQUEST	551		SmokeTest	1569512440861	1569512441625	OK	 
USER	SmokeTest	551	END	1569512440860	1569512441626
USER	SmokeTest	562	START	1569512441626	1569512441626
REQUEST	554		SmokeTest	1569512441047	1569512441718	OK	 
USER	SmokeTest	554	END	1569512441047	1569512441718
USER	SmokeTest	563	START	1569512441718	1569512441718
REQUEST	553		SmokeTest	1569512441025	1569512441766	OK	 
USER	SmokeTest	553	END	1569512441025	1569512441766
USER	SmokeTest	564	START	1569512441766	1569512441766
REQUEST	555		SmokeTest	1569512441087	1569512441776	OK	 
USER	SmokeTest	555	END	1569512441087	1569512441777
USER	SmokeTest	565	START	1569512441777	1569512441777
REQUEST	556		SmokeTest	1569512441127	1569512441849	OK	 
USER	SmokeTest	556	END	1569512441127	1569512441850
USER	SmokeTest	566	START	1569512441850	1569512441850
REQUEST	559		SmokeTest	1569512441278	1569512441954	OK	 
USER	SmokeTest	559	END	1569512441278	1569512441955
USER	SmokeTest	567	START	1569512441955	1569512441955
REQUEST	557		SmokeTest	1569512441215	1569512442006	OK	 
USER	SmokeTest	557	END	1569512441215	1569512442007
USER	SmokeTest	568	START	1569512442007	1569512442007
REQUEST	558		SmokeTest	1569512441249	1569512442038	OK	 
USER	SmokeTest	558	END	1569512441249	1569512442039
USER	SmokeTest	569	START	1569512442039	1569512442039
REQUEST	560		SmokeTest	1569512441310	1569512442266	OK	 
USER	SmokeTest	560	END	1569512441310	1569512442267
USER	SmokeTest	570	START	1569512442267	1569512442267
REQUEST	561		SmokeTest	1569512441601	1569512442279	OK	 
USER	SmokeTest	561	END	1569512441600	1569512442279
USER	SmokeTest	571	START	1569512442279	1569512442279
REQUEST	563		SmokeTest	1569512441719	1569512442394	OK	 
USER	SmokeTest	563	END	1569512441718	1569512442394
USER	SmokeTest	572	START	1569512442395	1569512442395
REQUEST	562		SmokeTest	1569512441627	1569512442398	OK	 
USER	SmokeTest	562	END	1569512441626	1569512442398
USER	SmokeTest	573	START	1569512442398	1569512442398
REQUEST	564		SmokeTest	1569512441767	1569512442453	OK	 
USER	SmokeTest	564	END	1569512441766	1569512442454
USER	SmokeTest	574	START	1569512442454	1569512442454
REQUEST	565		SmokeTest	1569512441777	1569512442560	OK	 
USER	SmokeTest	565	END	1569512441777	1569512442561
USER	SmokeTest	575	START	1569512442561	1569512442561
REQUEST	566		SmokeTest	1569512441850	1569512442602	OK	 
USER	SmokeTest	566	END	1569512441850	1569512442603
USER	SmokeTest	576	START	1569512442603	1569512442603
REQUEST	568		SmokeTest	1569512442007	1569512442688	OK	 
USER	SmokeTest	568	END	1569512442007	1569512442689
USER	SmokeTest	577	START	1569512442689	1569512442689
REQUEST	569		SmokeTest	1569512442039	1569512442738	OK	 
USER	SmokeTest	569	END	1569512442039	1569512442739
USER	SmokeTest	578	START	1569512442739	1569512442739
REQUEST	567		SmokeTest	1569512441955	1569512442917	OK	 
USER	SmokeTest	567	END	1569512441955	1569512442918
USER	SmokeTest	579	START	1569512442918	1569512442918
REQUEST	570		SmokeTest	1569512442268	1569512443036	OK	 
USER	SmokeTest	570	END	1569512442267	1569512443037
USER	SmokeTest	580	START	1569512443037	1569512443037
REQUEST	571		SmokeTest	1569512442280	1569512443059	OK	 
USER	SmokeTest	571	END	1569512442279	1569512443059
USER	SmokeTest	581	START	1569512443059	1569512443059
REQUEST	572		SmokeTest	1569512442395	1569512443163	OK	 
USER	SmokeTest	572	END	1569512442395	1569512443164
USER	SmokeTest	582	START	1569512443164	1569512443164
REQUEST	573		SmokeTest	1569512442399	1569512443179	OK	 
USER	SmokeTest	573	END	1569512442398	1569512443180
USER	SmokeTest	583	START	1569512443180	1569512443180
REQUEST	574		SmokeTest	1569512442454	1569512443232	OK	 
USER	SmokeTest	574	END	1569512442454	1569512443232
USER	SmokeTest	584	START	1569512443232	1569512443232
REQUEST	575		SmokeTest	1569512442561	1569512443339	OK	 
USER	SmokeTest	575	END	1569512442561	1569512443340
USER	SmokeTest	585	START	1569512443340	1569512443340
REQUEST	578		SmokeTest	1569512442739	1569512443408	OK	 
USER	SmokeTest	578	END	1569512442739	1569512443409
USER	SmokeTest	586	START	1569512443409	1569512443409
REQUEST	577		SmokeTest	1569512442689	1569512443464	OK	 
USER	SmokeTest	577	END	1569512442689	1569512443465
USER	SmokeTest	587	START	1569512443465	1569512443465
REQUEST	576		SmokeTest	1569512442603	1569512443580	OK	 
USER	SmokeTest	576	END	1569512442603	1569512443581
REQUEST	579		SmokeTest	1569512442918	1569512443774	OK	 
USER	SmokeTest	579	END	1569512442918	1569512443775
REQUEST	580		SmokeTest	1569512443037	1569512443809	OK	 
USER	SmokeTest	580	END	1569512443037	1569512443809
REQUEST	583		SmokeTest	1569512443180	1569512443882	OK	 
USER	SmokeTest	583	END	1569512443180	1569512443883
REQUEST	582		SmokeTest	1569512443164	1569512443945	OK	 
USER	SmokeTest	582	END	1569512443164	1569512443945
REQUEST	584		SmokeTest	1569512443233	1569512443994	OK	 
USER	SmokeTest	584	END	1569512443232	1569512443995
REQUEST	585		SmokeTest	1569512443341	1569512444017	OK	 
USER	SmokeTest	585	END	1569512443340	1569512444018
REQUEST	586		SmokeTest	1569512443410	1569512444094	OK	 
USER	SmokeTest	586	END	1569512443409	1569512444095
REQUEST	581		SmokeTest	1569512443060	1569512444108	OK	 
USER	SmokeTest	581	END	1569512443059	1569512444109
REQUEST	587		SmokeTest	1569512443466	1569512444229	OK	 
USER	SmokeTest	587	END	1569512443465	1569512444230
